GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000253276	7	106297211	106301442	15	8	47060	1.5586	0.05955	CCDC71L
ENSG00000105851	7	106505723	106547590	113	32	50742	0.26539	0.39536	PIK3CG
ENSG00000005249	7	106685094	106802256	400	44	50152	1.8553	0.031779	PRKAR2B
ENSG00000105856	7	106809406	106842974	93	16	50268	1.4026	0.080363	HBP1
ENSG00000164597	7	106842000	107204959	1234	41	48714	1.234	0.1086	COG5
ENSG00000172209	7	107110463	107116098	10	4	48025	-0.32362	0.62689	GPR22
ENSG00000105865	7	107203929	107218906	36	14	48260	0.42831	0.33421	DUS4L
ENSG00000075790	7	107220422	107269615	134	31	48209	0.13242	0.44733	BCAP29
ENSG00000091137	7	107301080	107358254	151	45	48303	0.50188	0.30787	SLC26A4
ENSG00000105879	7	107384142	107402112	51	13	49687	1.1466	0.12577	CBLL1
ENSG00000091138	7	107405912	107443670	142	40	47578	-0.20306	0.58045	SLC26A3
ENSG00000091140	7	107531415	107572175	107	15	50085	0.44101	0.3296	DLD
ENSG00000091136	7	107564244	107643700	266	56	47643	-0.83853	0.79913	LAMB1
ENSG00000091128	7	107663993	107770801	421	50	48310	1.8613	0.03135	LAMB4
ENSG00000091129	7	107788068	108097161	1489	72	51998	0.26807	0.39432	NRCAM
ENSG00000135241	7	108110866	108210110	356	35	51161	-1.0787	0.85964	PNPLA8
ENSG00000177683	7	108194987	108210194	47	9	53227	-0.39865	0.65492	THAP5
ENSG00000128590	7	108210012	108215294	18	9	49703	-0.61475	0.73064	DNAJB9
ENSG00000205174	7	108524032	108524644	1	1	42121	-0.50808	0.6943	C7orf66
ENSG00000269185	7	108540389	108540655	3	2	46875	-0.70261	0.75885	FLJ00325
ENSG00000184903	7	110303110	111202573	2676	130	49109	-0.59942	0.72555	IMMP2L
ENSG00000173114	7	110731062	110765510	78	16	48868	-0.58557	0.72092	LRRN3
ENSG00000128512	7	111366166	111846466	1694	200	48710	0.16265	0.4354	DOCK4
ENSG00000198839	7	111846643	111983151	497	42	47015	-0.59285	0.72336	ZNF277
ENSG00000006652	7	112063023	112121072	280	42	51596	1.8832	0.029834	IFRD1
ENSG00000181016	7	112120908	112131117	60	22	50012	0.24462	0.40338	LSMEM1
ENSG00000146802	7	112402437	112430647	68	20	47858	-0.72386	0.76543	TMEM168
ENSG00000164603	7	112459202	112579971	361	52	47305	-1.1848	0.88196	C7orf60
ENSG00000164604	7	112718386	112727833	32	15	51530	0.4352	0.33171	GPR85
ENSG00000214194	7	112756773	112758668	7	3	54450	0.42408	0.33576	LINC00998
ENSG00000236294	7	113091127	113091457	1	1	56382	-0.36542	0.6426	TSRM
ENSG00000154415	7	113516832	113715975	547	31	36427	1.0438	0.14829	PPP1R3A
ENSG00000128573	7	113726382	114333827	1782	97	47331	0.23679	0.40641	FOXP2
ENSG00000135272	7	114562209	114659256	316	67	48412	0.92723	0.1769	MDFIC
ENSG00000105967	7	115575202	115799950	774	46	50647	0.25664	0.39873	TFEC
ENSG00000135269	7	115850547	115898837	194	19	52412	1.7891	0.036799	TES
ENSG00000105971	7	115927434	116148595	924	62	51016	0.77556	0.219	CAV2
ENSG00000105974	7	116164839	116201233	157	29	49864	-0.15281	0.56073	CAV1
ENSG00000105976	7	116312444	116438440	345	64	48479	0.62355	0.26646	MET
ENSG00000198898	7	116451124	116562103	325	44	48573	1.4098	0.079294	CAPZA2
ENSG00000004866	7	116593292	116870157	716	100	46767	2.082	0.018671	ST7
ENSG00000214188	7	116593953	116738860	341	65	45525	1.9824	0.023718	ST7-OT4
ENSG00000228368	7	116605900	116607526	8	5	45687	-0.67924	0.75151	AC106873.4
ENSG00000105989	7	116916685	116963343	134	44	44669	0.19801	0.42152	WNT2
ENSG00000154438	7	117003276	117068177	125	26	39551	0.51668	0.30269	ASZ1
ENSG00000001626	7	117105838	117356025	659	46	48076	-0.5458	0.7074	CFTR
ENSG00000077063	7	117350705	117514193	525	69	50587	-0.45406	0.67511	CTTNBP2
ENSG00000128534	7	117824086	117832878	63	7	52676	0.95961	0.16863	NAA38
ENSG00000106013	7	117854727	117882785	134	21	48846	0.348	0.36392	ANKRD7
ENSG00000184408	7	119913722	120390385	1297	69	48909	0.1014	0.45962	KCND2
ENSG00000106025	7	120427376	120498456	178	31	49163	-0.64681	0.74112	TSPAN12
ENSG00000071243	7	120590803	120617270	66	12	48224	1.0722	0.14182	ING3
ENSG00000106034	7	120628731	120937498	1090	61	50664	0.14351	0.44294	CPED1
ENSG00000002745	7	120965421	120981158	64	19	46876	-0.31137	0.62224	WNT16
ENSG00000196937	7	120988905	121036418	155	18	48203	-0.26291	0.60369	FAM3C
ENSG00000106278	7	121513143	121702090	615	48	51433	1.6886	0.04565	PTPRZ1
ENSG00000008311	7	121715701	121784334	186	35	49338	0.3245	0.37278	AASS
ENSG00000128610	7	121941448	121950745	29	11	45282	1.699	0.044656	FEZF1
ENSG00000081803	7	121958481	122526813	2179	105	49641	-0.44846	0.67309	CADPS2
ENSG00000188050	7	122337766	122339210	4	2	46017	-0.41137	0.6596	RNF133
ENSG00000235631	7	122341718	122343021	5	3	45216	0.91281	0.18067	RNF148
ENSG00000128519	7	122634759	122635754	2	1	56384	0.78542	0.2161	TAS2R16
ENSG00000081800	7	122753585	122840040	298	45	50449	-1.1094	0.86638	SLC13A1
ENSG00000164675	7	123092454	123175131	219	38	50867	-0.84849	0.80192	IQUB
ENSG00000128609	7	123177051	123198309	57	15	51804	-0.50621	0.69364	NDUFA5
ENSG00000146809	7	123207064	123277951	234	39	51571	-0.94852	0.82857	ASB15
ENSG00000170807	7	123295861	123304344	28	10	50638	0.35864	0.35993	LMOD2
ENSG00000106299	7	123321989	123389121	241	35	50025	1.4589	0.072293	WASL
ENSG00000106302	7	123469037	123517532	157	47	49391	-0.36188	0.64128	HYAL4
ENSG00000106304	7	123565286	123611468	174	37	50817	-1.8557	0.96825	SPAM1
ENSG00000234224	7	123670973	123673523	4	2	49253	0.51721	0.3025	TMEM229A
ENSG00000170775	7	124386051	124405681	66	19	50716	0.31293	0.37717	GPR37
ENSG00000128513	7	124462440	124570037	428	19	51341	1.2287	0.10959	POT1
ENSG00000179603	7	126078652	126893348	3280	103	50828	-0.8664	0.80687	GRM8
ENSG00000048405	7	126986844	127071978	360	31	52908	-1.9898	0.97669	ZNF800
ENSG00000179562	7	127220672	127233665	52	16	51511	0.67953	0.2484	GCC1
ENSG00000004059	7	127228399	127231759	15	6	50819	-0.12442	0.54951	ARF5
ENSG00000106328	7	127231463	127242198	46	16	50621	0.14151	0.44373	FSCN3
ENSG00000106331	7	127250346	127255982	25	8	50161	0.82256	0.20538	PAX4
ENSG00000197157	7	127292234	127732661	1259	66	49047	-0.24952	0.59852	SND1
ENSG00000128594	7	127667124	127672160	18	11	47623	0.46013	0.32271	LRRC4
ENSG00000174697	7	127881337	127897681	64	23	46612	-0.22453	0.58883	LEP
ENSG00000106344	7	127937738	127983962	142	24	41106	-0.41601	0.6613	RBM28
ENSG00000224940	7	127990379	128001739	32	13	32827	1.4305	0.076293	PRRT4
ENSG00000106348	7	128032331	128050306	77	21	51832	-0.46364	0.67855	IMPDH1
ENSG00000135245	7	128095903	128098472	6	3	56244	-0.58827	0.72183	HILPDA
ENSG00000165055	7	128116783	128146656	138	29	51859	-0.92992	0.82379	METTL2B
ENSG00000205085	7	128312342	128326929	70	11	52661	-0.28623	0.61265	FAM71F2
ENSG00000135248	7	128349115	128371797	134	34	51414	-0.82598	0.79559	FAM71F1
ENSG00000128595	7	128379346	128411861	114	15	51514	0.30755	0.37921	CALU
ENSG00000128617	7	128412545	128415844	15	6	52068	-0.13817	0.55495	OPN1SW
ENSG00000128596	7	128430811	128462186	97	15	50908	-1.2514	0.8946	CCDC136
ENSG00000128591	7	128470431	128499328	112	28	48244	-0.59293	0.72338	FLNC
ENSG00000128524	7	128502880	128505898	16	7	49973	-0.61953	0.73222	ATP6V1F
ENSG00000128604	7	128577666	128590089	56	19	50601	-0.7035	0.75913	IRF5
ENSG00000064419	7	128594948	128695198	323	35	50282	-0.75568	0.77508	TNPO3
ENSG00000158457	7	128784712	128808671	102	15	47957	1.2148	0.11223	TSPAN33
ENSG00000128602	7	128828713	128853386	113	26	50520	0.73362	0.23159	SMO
ENSG00000158467	7	128864864	129070052	613	43	49131	-0.57575	0.71761	AHCYL2
ENSG00000128578	7	129074274	129128240	176	29	50211	-0.8039	0.78927	STRIP2
ENSG00000240204	7	129142320	129152773	39	17	50093	-0.40584	0.65757	SMKR1
ENSG00000106459	7	129251555	129396922	563	47	50295	0.4965	0.30977	NRF1
ENSG00000186591	7	129470572	129592789	606	27	51456	0.34201	0.36617	UBE2H
ENSG00000091732	7	129658126	129691291	131	16	52712	-0.30227	0.61878	ZC3HC1
ENSG00000128607	7	129710350	129775560	266	33	49856	-0.65792	0.74471	KLHDC10
ENSG00000146842	7	129804555	129847610	136	27	50838	-0.04235	0.51689	TMEM209
ENSG00000165120	7	129847700	129856683	30	11	51457	0.22391	0.41141	SSMEM1
ENSG00000158516	7	129906667	129929638	81	15	43582	-0.11598	0.54616	CPA2
ENSG00000128510	7	129932974	129964020	127	24	50448	0.20955	0.41701	CPA4
ENSG00000158525	7	129984630	130008571	127	23	51434	-0.1062	0.54229	CPA5
ENSG00000091704	7	130020180	130027955	24	8	51757	-0.23758	0.5939	CPA1
ENSG00000106477	7	130033612	130082274	158	35	50661	-0.47959	0.68424	CEP41
ENSG00000106484	7	130126012	130146133	66	21	48306	-0.81749	0.79318	MEST
ENSG00000158623	7	130146089	130353598	387	40	49908	-1.4441	0.92564	COPG2
ENSG00000213265	7	130353488	130372268	73	21	50707	-1.5537	0.93987	TSGA13
ENSG00000174595	7	130417401	130418888	9	4	51457	1.2363	0.10817	KLF14
ENSG00000128585	7	130794855	131181395	1422	148	49500	0.53404	0.29666	MKLN1
ENSG00000128567	7	131185021	131242976	253	55	49784	0.51981	0.3016	PODXL
ENSG00000221866	7	131808091	132333447	2550	192	48995	-2.6777	0.99629	PLXNA4
ENSG00000183470	7	132333553	132413528	347	56	49436	-0.8418	0.80005	AC009365.3
ENSG00000106554	7	132469629	132766848	929	49	49379	0.1913	0.42415	CHCHD3
ENSG00000131558	7	132937829	133751342	2566	79	49204	1.4794	0.069522	EXOC4
ENSG00000155530	7	133812052	133949343	706	30	48146	-1.1467	0.87424	LRGUK
ENSG00000205060	7	133974084	134001803	140	13	50168	-1.1292	0.8706	SLC35B4
ENSG00000085662	7	134127102	134144036	66	26	49939	3.5474	0.00019455	AKR1B1
ENSG00000198074	7	134212344	134226160	75	16	52439	0.50117	0.30813	AKR1B10
ENSG00000227471	7	134233888	134264627	145	25	50460	2.3443	0.0095324	AKR1B15
ENSG00000172331	7	134331560	134364565	148	12	53402	3.2801	0.00051893	BPGM
ENSG00000122786	7	134429003	134655479	973	98	50770	2.9621	0.0015279	CALD1
ENSG00000146856	7	134671259	134832715	663	28	49507	1.795	0.036324	AGBL3
ENSG00000122783	7	134777115	134855547	331	21	50507	1.9811	0.023792	C7orf49
ENSG00000146859	7	134832824	134850967	79	11	50527	1.7668	0.038635	TMEM140
ENSG00000105875	7	134868590	134896316	122	13	51245	0.26052	0.39723	WDR91
ENSG00000146857	7	134916731	134943244	73	15	47720	0.31827	0.37514	STRA8
ENSG00000080802	7	135046547	135194875	397	52	48363	-0.1722	0.56836	CNOT4
ENSG00000155561	7	135242667	135333505	547	29	50937	-0.13611	0.55413	NUP205
ENSG00000243317	7	135347244	135378166	146	32	49807	0.43805	0.33068	C7orf73
ENSG00000164707	7	135365985	135414006	230	38	50780	0.18269	0.42752	SLC13A4
ENSG00000189320	7	135413096	135433594	109	25	48078	0.36744	0.35665	FAM180A
ENSG00000105887	7	135611509	135662101	250	40	49446	-0.95189	0.82942	MTPN
ENSG00000236338	7	135611542	135613214	3	2	46875	0.39439	0.34665	AC015987.2
ENSG00000181072	7	136553416	136705002	633	56	51216	-1.2181	0.88841	CHRM2
ENSG00000105894	7	136912088	137028611	477	83	50501	-0.38413	0.64956	PTN
ENSG00000157680	7	137065783	137531838	1775	123	47183	0.49981	0.3086	DGKI
ENSG00000182158	7	137559725	137686813	498	76	48526	0.21672	0.41421	CREB3L2
ENSG00000122787	7	137687070	137802732	426	54	50275	0.84273	0.19969	AKR1D1
ENSG00000122779	7	138145079	138274738	275	29	48111	-0.38453	0.64971	TRIM24
ENSG00000157703	7	138279030	138386097	495	71	38556	-1.1737	0.87974	SVOPL
ENSG00000105929	7	138391040	138484305	494	79	49089	0.033163	0.48677	ATP6V0A4
ENSG00000214128	7	138482695	138522846	168	26	51168	-0.88442	0.81176	TMEM213
ENSG00000122778	7	138516126	138666064	673	75	51420	-1.2152	0.88786	KIAA1549
ENSG00000146858	7	138710452	138720775	58	6	52887	-0.65829	0.74482	ZC3HAV1L
ENSG00000105939	7	138728266	138794465	258	34	51350	-0.35355	0.63816	ZC3HAV1
ENSG00000105948	7	138818490	138876732	223	21	48958	-0.3526	0.63781	TTC26
ENSG00000157741	7	138915102	138992982	174	29	49106	1.266	0.10276	UBN2
ENSG00000164898	7	139024203	139031065	28	5	52429	-1.1008	0.86452	C7orf55
ENSG00000146963	7	139025105	139108198	349	13	50352	-1.3263	0.90764	C7orf55-LUC7L2
ENSG00000269955	7	139026106	139107345	340	12	50325	-1.3578	0.91274	LUC7L2
ENSG00000188883	7	139137436	139168458	156	23	51102	-0.45992	0.67721	KLRG2
ENSG00000236279	7	139208602	139229730	47	13	35726	-0.24949	0.59851	CLEC2L
ENSG00000064393	7	139246316	139477577	657	88	48832	2.2775	0.011378	HIPK2
ENSG00000059377	7	139476850	139720125	1063	89	48798	-0.14431	0.55737	TBXAS1
ENSG00000059378	7	139723544	139763521	190	33	50675	-1.5533	0.93982	PARP12
ENSG00000006459	7	139784546	139876835	333	29	49475	-0.30958	0.62156	KDM7A
ENSG00000157800	7	139993493	140104233	553	55	52719	0.4405	0.32979	SLC37A3
ENSG00000146955	7	140103843	140126050	119	30	49118	0.28539	0.38767	RAB19
ENSG00000133606	7	140152840	140179369	103	13	42047	0.041113	0.4836	MKRN1
ENSG00000146966	7	140218220	140373793	491	49	49754	0.020723	0.49173	DENND2A
ENSG00000133597	7	140372953	140396061	63	15	49436	-0.18385	0.57293	ADCK2
ENSG00000090266	7	140390577	140422590	91	17	49333	-0.16609	0.56596	NDUFB2
ENSG00000157764	7	140419127	140624564	529	28	48817	-1.0294	0.84834	BRAF
ENSG00000090263	7	140705854	140715028	29	10	50095	-1.4478	0.92616	MRPS33
ENSG00000261115	7	140774032	141180180	1479	136	49573	-0.47506	0.68263	TMEM178B
ENSG00000006530	7	141250989	141355044	276	23	47886	1.6728	0.047188	AGK
ENSG00000257093	7	141356528	141401953	137	24	46816	-0.65649	0.74424	KIAA1147
ENSG00000214102	7	141408153	141431071	61	12	48243	0.42901	0.33396	WEE2
ENSG00000106028	7	141438121	141487722	186	12	48604	0.66764	0.25218	SSBP1
ENSG00000127362	7	141463897	141464997	3	1	52070	0.5105	0.30485	TAS2R3
ENSG00000127364	7	141478242	141479235	3	1	56384	1.012	0.15577	TAS2R4
ENSG00000127366	7	141490017	141491166	4	2	32582	0.30046	0.38191	TAS2R5
ENSG00000165076	7	141536086	141541287	30	3	54296	0.4004	0.34443	PRSS37
ENSG00000257335	7	141607613	141806547	728	96	39965	-0.92883	0.82351	MGAM
ENSG00000258083	7	141618617	141619709	2	1	29420	0.55206	0.29045	OR9A4
ENSG00000258227	7	141627157	141646807	67	10	47388	-0.42181	0.66342	CLEC5A
ENSG00000257138	7	141672431	141673573	4	1	42301	-0.94149	0.82677	TAS2R38
ENSG00000257743	7	141811549	141922124	418	57	47448	0.041891	0.48329	RP11-1220K2.2
ENSG00000258223	7	141951963	141957878	44	9	49018	1.2322	0.10895	PRSS58
ENSG00000270672	7	142374104	142375550	8	2	49643	-0.77463	0.78072	MTRNR2L6
ENSG00000204983	7	142457319	142460923	11	5	47951	0.051085	0.47963	PRSS1
ENSG00000106123	7	142552792	142568847	58	14	48885	-0.63056	0.73584	EPHB6
ENSG00000165125	7	142568956	142583507	63	6	52224	-0.45258	0.67457	TRPV6
ENSG00000127412	7	142605267	142630905	98	14	48865	-0.85259	0.80306	TRPV5
ENSG00000165131	7	142636440	142637955	7	2	52309	-1.0695	0.85758	C7orf34
ENSG00000197993	7	142638201	142659768	77	15	46683	-1.008	0.84328	KEL
ENSG00000179468	7	142723245	142724282	1	1	56384	0.83805	0.201	OR9A2
ENSG00000225781	7	142749417	142750444	7	3	52309	0.75943	0.2238	OR6V1
ENSG00000159763	7	142829170	142836839	28	9	42985	-0.89441	0.81445	PIP
ENSG00000236398	7	142880512	142881528	2	1	42121	0.4713	0.31871	TAS2R39
ENSG00000221937	7	142919130	142920162	2	1	49253	-0.63655	0.73779	TAS2R40
ENSG00000197448	7	142941186	142967947	42	27	43582	-0.49447	0.68951	GSTK1
ENSG00000178826	7	142977050	142985141	13	10	42970	-0.72134	0.76465	TMEM139
ENSG00000106144	7	142985308	143004789	43	22	42158	-0.26588	0.60483	CASP2
ENSG00000188037	7	143013219	143049176	160	36	47477	0.23257	0.40805	CLCN1
ENSG00000159784	7	143050493	143059863	20	12	50233	-0.076259	0.53039	FAM131B
ENSG00000159840	7	143078173	143088204	39	15	50554	0.24927	0.40158	ZYX
ENSG00000146904	7	143087382	143105985	69	26	51830	-0.044596	0.51779	EPHA1
ENSG00000185899	7	143140546	143141502	2	1	50816	0.11608	0.4538	TAS2R60
ENSG00000221855	7	143174966	143175889	5	3	31507	0.78928	0.21497	TAS2R41
ENSG00000170379	7	143318043	143427502	15	5	8897	0.073357	0.47076	FAM115C
ENSG00000271321	7	143452182	143454789	1	1	18039	-0.44461	0.6717	CTAGE6
ENSG00000198420	7	143548468	143599291	44	9	39181	0.85209	0.19708	FAM115A
ENSG00000221910	7	143632259	143633372	7	2	50080	0.35385	0.36172	OR2F2
ENSG00000213215	7	143657027	143658108	4	2	52818	0.0062701	0.4975	OR2F1
ENSG00000221813	7	143701022	143702068	2	1	56384	0.30875	0.37876	OR6B1
ENSG00000221836	7	143747461	143748473	4	1	56384	0.40654	0.34217	OR2A5
ENSG00000221933	7	143771275	143772288	5	2	53531	-1.0272	0.84784	OR2A25
ENSG00000221858	7	143792141	143793186	2	1	56384	-1.3642	0.91375	OR2A12
ENSG00000221989	7	143806607	143807657	4	2	56384	-1.1092	0.86633	OR2A2
ENSG00000221938	7	143826151	143827162	2	1	56384	-0.60379	0.72701	OR2A14
ENSG00000213214	7	143883176	143991230	27	11	6521	-0.026596	0.51061	ARHGEF35
ENSG00000243896	7	143955700	143956815	2	1	1322	-0.67778	0.75104	OR2A7
ENSG00000221970	7	144015218	144016150	2	1	2268	0.66835	0.25196	OR2A1
ENSG00000050327	7	144052381	144077725	22	7	38517	0.8672	0.19292	ARHGEF5
ENSG00000106410	7	144094333	144107320	48	8	50764	1.7343	0.041434	NOBOX
ENSG00000196511	7	144149034	144533488	1441	98	49920	1.064	0.14367	TPK1
ENSG00000174469	7	145813453	148118090	12181	437	50194	-0.24431	0.59651	CNTNAP2
ENSG00000170279	7	148287657	148312952	112	30	48776	0.81511	0.2075	C7orf33
ENSG00000055130	7	148395006	148498128	345	36	49186	0.1566	0.43778	CUL1
ENSG00000106462	7	148504475	148581413	228	40	47347	1.1508	0.1249	EZH2
ENSG00000155660	7	148700154	148725733	102	14	44724	0.47992	0.31564	PDIA4
ENSG00000197362	7	148766735	148787874	63	16	49408	-0.049533	0.51975	ZNF786
ENSG00000204947	7	148799876	148823438	88	15	48676	-0.24267	0.59587	ZNF425
ENSG00000197024	7	148823508	148880116	265	19	49491	-0.41065	0.65934	ZNF398
ENSG00000170265	7	148892577	148923339	135	25	51046	0.23447	0.40731	ZNF282
ENSG00000170260	7	148936742	148952700	83	26	47564	-0.41684	0.6616	ZNF212
ENSG00000204946	7	148959262	148994393	168	32	50920	-0.59067	0.72263	ZNF783
ENSG00000196453	7	149128454	149158214	88	19	48610	0.46342	0.32153	ZNF777
ENSG00000181220	7	149169885	149194908	78	16	42511	-1.4691	0.9291	ZNF746
ENSG00000133619	7	149411872	149431664	83	14	48497	1.6022	0.05455	KRBA1
ENSG00000181444	7	149461271	149470568	37	11	45009	1.908	0.028196	ZNF467
ENSG00000106479	7	149535456	149564568	66	16	47840	-0.21847	0.58647	ZNF862
ENSG00000171130	7	149570057	149577784	41	5	54645	-0.62849	0.73516	ATP6V0E2
ENSG00000106526	7	149941005	150020814	238	15	16032	0.30683	0.37949	ACTR3C
ENSG00000127399	7	150019728	150035239	65	6	49873	-0.32334	0.62678	LRRC61
ENSG00000188707	7	150026938	150029808	10	2	44652	0.052464	0.47908	ZBED6CL
ENSG00000106538	7	150035408	150038763	12	3	48857	-1.7064	0.95603	RARRES2
ENSG00000214022	7	150065278	150071133	17	3	44916	-0.8607	0.8053	REPIN1
ENSG00000196456	7	150065879	150109558	143	24	43973	-0.09367	0.53731	ZNF775
ENSG00000171115	7	150147718	150176480	53	13	46543	0.91589	0.17986	GIMAP8
ENSG00000179144	7	150211918	150218161	41	15	49021	-0.23557	0.59312	GIMAP7
ENSG00000133574	7	150264365	150271041	27	8	51101	-0.8172	0.79309	GIMAP4
ENSG00000133561	7	150322463	150329473	28	10	50534	-1.4268	0.92318	GIMAP6
ENSG00000106560	7	150382785	150390729	28	12	46217	-1.8043	0.96441	GIMAP2
ENSG00000213203	7	150413645	150421372	27	10	50132	-2.1948	0.98591	GIMAP1
ENSG00000196329	7	150419341	150447121	121	19	51888	-0.49768	0.69065	GIMAP5
ENSG00000106565	7	150488373	150498448	55	16	51944	0.27225	0.39272	TMEM176B
ENSG00000002933	7	150497491	150502208	38	9	52472	-0.51802	0.69778	TMEM176A
ENSG00000002726	7	150521715	150558592	242	30	52604	0.38359	0.35064	AOC1
ENSG00000055118	7	150642049	150675403	116	28	51194	1.4261	0.076924	KCNH2
ENSG00000164867	7	150688083	150711676	95	32	49147	1.1804	0.11892	NOS3
ENSG00000181652	7	150709297	150721586	52	29	47210	1.4767	0.069879	ATG9B
ENSG00000197150	7	150725510	150744869	78	22	50998	0.04683	0.48132	ABCB8
ENSG00000213199	7	150745379	150749843	21	15	47096	1.465	0.071463	ASIC3
ENSG00000164885	7	150750899	150755617	16	8	49377	0.70111	0.24162	CDK5
ENSG00000164889	7	150754297	150773614	75	22	50000	-0.84588	0.80119	SLC4A2
ENSG00000164896	7	150773711	150777953	11	7	47469	-0.39053	0.65193	FASTK
ENSG00000164897	7	150778167	150780633	8	5	47416	0.69	0.2451	TMUB1
ENSG00000133612	7	150782918	150841523	247	50	49617	-1.1749	0.87998	AGAP3
ENSG00000164900	7	150845676	150871832	98	27	47604	-0.40842	0.65852	GBX1
ENSG00000146926	7	150872785	150884919	58	16	51128	-0.52333	0.69963	ASB10
ENSG00000033050	7	150904923	150924316	102	22	51264	1.2465	0.10629	ABCF2
ENSG00000033100	7	150929575	150935908	24	8	50902	0.22566	0.41073	CHPF2
ENSG00000082014	7	150935850	150974982	167	40	50047	-0.072012	0.5287	SMARCD3
ENSG00000013374	7	151038785	151075535	208	40	49740	0.6506	0.25765	NUB1
ENSG00000187260	7	151072995	151107813	176	51	48920	0.12823	0.44898	WDR86
ENSG00000127377	7	151125921	151137899	67	22	47923	-0.17786	0.57058	CRYGN
ENSG00000106615	7	151163098	151217206	188	37	47589	0.57951	0.28112	RHEB
ENSG00000106617	7	151253197	151574210	1673	216	48260	-0.14481	0.55757	PRKAG2
ENSG00000106648	7	151653464	151717019	316	33	50519	0.25769	0.39832	GALNTL5
ENSG00000178234	7	151722759	151819425	142	9	43135	-1.3047	0.904	GALNT11
ENSG00000055609	7	151832010	152133090	286	7	33067	-0.46343	0.67847	KMT2C
ENSG00000196584	7	152341864	152373250	125	24	50358	-1.174	0.87979	XRCC2
ENSG00000133627	7	152456834	152552463	323	22	31719	0.63964	0.2612	ACTR3B
ENSG00000130226	7	153584182	154685995	5025	389	43784	-0.097265	0.53874	DPP6
ENSG00000214106	7	154720208	154741618	73	12	50725	0.28135	0.38922	PAXIP1-AS2
ENSG00000157212	7	154735397	154794794	186	24	48870	0.55063	0.29094	PAXIP1
ENSG00000220575	7	154858777	154863267	23	8	48535	0.32299	0.37335	HTR5A-AS1
ENSG00000157219	7	154862034	154877459	146	23	46012	0.52477	0.29987	HTR5A
ENSG00000217825	7	154988273	154990165	21	7	51066	0.77166	0.22016	AC099552.4
ENSG00000186480	7	155089486	155101945	60	15	52269	0.52492	0.29982	INSIG1
ENSG00000204960	7	155149680	155160629	97	14	43539	-0.33702	0.63195	BLACE
ENSG00000218672	7	155174771	155189051	137	27	46829	-0.2224	0.588	AC008060.7
ENSG00000164778	7	155250824	155257526	43	14	47204	-0.50832	0.69438	EN2
ENSG00000146910	7	155266901	155326557	260	69	46781	-0.23411	0.59255	CNPY1
ENSG00000216895	7	155403925	155437899	102	13	50026	-1.1421	0.87329	AC009403.2
ENSG00000184863	7	155437145	155574179	409	13	50142	-1.0098	0.84371	RBM33
ENSG00000164690	7	155592680	155604967	27	12	43963	-0.58115	0.71943	SHH
ENSG00000204876	7	155755326	155759037	18	9	45327	-0.30845	0.62113	AC021218.2
ENSG00000244291	7	156431057	156433348	7	3	46291	-0.11682	0.5465	C7orf13
ENSG00000105982	7	156432975	156469824	152	26	48403	-0.30618	0.62027	RNF32
ENSG00000105983	7	156461646	156685924	1082	45	51076	-1.0609	0.85563	LMBR1
ENSG00000146909	7	156742417	156765876	176	19	51334	-1.2045	0.8858	NOM1
ENSG00000130675	7	156786745	156803345	73	27	48752	-0.21429	0.58484	MNX1
ENSG00000269446	7	156902674	156903764	9	2	44084	1.0972	0.13627	AC006967.1
ENSG00000009335	7	156931607	157062066	679	36	49294	1.8848	0.029732	UBE3C
ENSG00000105993	7	157128075	157210133	460	48	45844	0.45257	0.32543	DNAJB6
ENSG00000236669	7	157318477	157320019	6	3	46766	-1.3208	0.90672	AC006372.1
ENSG00000155093	7	157331750	158380480	5903	345	47942	-2.594	0.99526	PTPRN2
ENSG00000222012	7	157406715	157411457	21	8	48855	0.72064	0.23556	AC005481.5
ENSG00000146918	7	158424003	158497520	287	20	49327	2.7187	0.0032772	NCAPG2
ENSG00000117868	7	158523686	158622944	548	26	51647	0.82245	0.20541	ESYT2
ENSG00000126870	7	158649269	158749438	482	40	49266	0.25822	0.39812	WDR60
ENSG00000106018	7	158820866	158937649	612	37	46570	-1.0873	0.86155	VIPR2
ENSG00000172748	8	182137	197342	54	14	49203	-0.75329	0.77436	ZNF596
ENSG00000147364	8	356428	421225	462	50	50027	-1.2472	0.89384	FBXO25
ENSG00000180190	8	439803	495781	396	47	50245	1.1778	0.11944	TDRP
ENSG00000104714	8	564746	688106	946	49	51008	0.16494	0.43449	ERICH1
ENSG00000198010	8	1449532	1656642	1498	78	48416	-0.96444	0.83259	DLGAP2
ENSG00000182372	8	1703944	1734738	142	19	49729	1.0359	0.15013	CLN8
ENSG00000104728	8	1772142	1906807	1074	142	49977	1.1728	0.12044	ARHGEF10
ENSG00000176595	8	1922044	1955102	262	31	48047	0.076446	0.46953	KBTBD11
ENSG00000036448	8	1993155	2113475	1300	99	45926	0.029196	0.48835	MYOM2
ENSG00000183117	8	2792875	4852494	24745	746	50595	-0.06279	0.52503	CSMD1
ENSG00000147316	8	6264113	6501144	1732	126	50422	0.75408	0.2254	MCPH1
ENSG00000091879	8	6357172	6420930	545	51	50455	2.0295	0.021205	ANGPT2
ENSG00000155189	8	6565878	6617184	333	34	40614	0.70791	0.2395	AGPAT5
ENSG00000164825	8	6728097	6735544	108	11	52310	-0.99413	0.83992	DEFB1
